title,link,author,published_in
Harry and Marlowe Meet the Founder of the Aetherian Revolution,https://www.lightspeedmagazine.com/fiction/harry-and-marlowe-meet-the-founder-of-the-aetherian-revolution/,Carrie Vaughn,Sep. 2015
God Mode,https://www.lightspeedmagazine.com/fiction/god-mode/,Daniel H. Wilson,Sep. 2015
All in a Hot and Copper Sky,https://www.lightspeedmagazine.com/fiction/all-in-a-hot-and-copper-sky/,Megan Arkenberg,Sep. 2015
Seven Wonders of a Once and Future World,https://www.lightspeedmagazine.com/fiction/seven-wonders-of-a-once-and-future-world/,Caroline M. Yoachim,Sep. 2015
Civilization,https://www.lightspeedmagazine.com/fiction/civilization/,Vylar Kaftan,Aug. 2015
And We Were Left Darkling,https://www.lightspeedmagazine.com/fiction/and-we-were-left-darkling/,Sarah Pinsker,Aug. 2015
Life-pod,https://www.lightspeedmagazine.com/fiction/life-pod/,Vandana Singh,Aug. 2015
The Smog Society,https://www.lightspeedmagazine.com/fiction/the-smog-society/,Chen Qiufan,Aug. 2015
Violation of the TrueNet Security Act,https://www.lightspeedmagazine.com/fiction/violation-of-the-truenet-security-act/,Taiyo Fujii,Jul. 2015
The Consciousness Problem,https://www.lightspeedmagazine.com/fiction/the-consciousness-problem/,Mary Robinette Kowal,Jul. 2015
Life on the Moon,https://www.lightspeedmagazine.com/fiction/life-on-the-moon/,Tony Daniel,Jul. 2015
Crazy Rhythm,https://www.lightspeedmagazine.com/fiction/crazy-rhythm/,Carrie Vaughn,Jul. 2015
Red Run,https://www.lightspeedmagazine.com/fiction/red-run/,AMJ Hudson,June 2015
Madeleine,https://www.lightspeedmagazine.com/fiction/madeleine/,Amal El-Mohtar,June 2015
"The Astrakhan, the Homburg, and the Red Red Coal",https://www.lightspeedmagazine.com/fiction/the-astrakhan-the-homburg-and-the-red-red-coal/,Chaz Brenchley,June 2015
Nothing is Pixels Here,https://www.lightspeedmagazine.com/fiction/nothing-is-pixels-here/,K.M. Szpara,June 2015
Black Holes,https://www.lightspeedmagazine.com/fiction/black-holes/,RJ Edwards,June 2015
Queers Destroy Flash Fiction!,https://www.lightspeedmagazine.com/fiction/queers-destroy-flash-fiction/,Sigrid Ellis,June 2015
The Lamb Chops,https://www.lightspeedmagazine.com/fiction/the-lamb-chops/,Stephen Cox,June 2015
Helping Hand,https://www.lightspeedmagazine.com/fiction/helping-hand/,Claudine Griggs,June 2015
Rubbing is Racing,https://www.lightspeedmagazine.com/fiction/rubbing-is-racing/,Charles Payseur,June 2015
Melioration,https://www.lightspeedmagazine.com/fiction/melioration/,E. Saxey,June 2015
"勢孤取和 (Influence Isolated, Make Peace)",https://www.lightspeedmagazine.com/fiction/influence-isolated-make-peace/,John Chu,June 2015
"Bucket List Found in the Locker of Maddie Price, Age 14, Written Two Weeks Before the Great Uplifting of All Mankind",https://www.lightspeedmagazine.com/fiction/bucket-list-found-in-the-locker-of-maddie-price-age-14-written-two-weeks-before-the-great-uplifting-of-all-mankindbucket-list-found-in-the-locker-of-maddie-price-age-14-written-two-weeks-before/,Erica L. Satifka,June 2015
Ghosts of the Fall,https://www.lightspeedmagazine.com/fiction/ghosts-of-the-fall/,Sean Williams,May 2015
Emergency Repair,https://www.lightspeedmagazine.com/fiction/emergency-repair/,Kate M. Galey,June 2015
The Myth of Rain,https://www.lightspeedmagazine.com/fiction/the-myth-of-rain/,Seanan McGuire,May 2015
Goodnight Earth,https://www.lightspeedmagazine.com/fiction/goodnight-earth/,Annie Bellet,May 2015
The Birds and the Bees and the Gasoline Trees,https://www.lightspeedmagazine.com/fiction/the-birds-and-the-bees-and-the-gasoline-trees/,John Barnes,Apr. 2015
Time Bomb Time,https://www.lightspeedmagazine.com/fiction/time-bomb-time/,C.C. Finlay,May 2015
Quiet Town,https://www.lightspeedmagazine.com/fiction/quiet-town/,Jason Gurley,Apr. 2015
The Invisible Hand Rolls the Dice,https://www.lightspeedmagazine.com/fiction/the-invisible-hand-rolls-the-dice/,Carolyn Ives Gilman,Apr. 2015
The New Atlantis,https://www.lightspeedmagazine.com/fiction/the-new-atlantis/,Ursula K. Le Guin,Mar. 2015
Hot Rods,https://www.lightspeedmagazine.com/fiction/hot-rods/,Cat Sparks,Mar. 2015
"The Universe, Sung in Stars",https://www.lightspeedmagazine.com/fiction/the-universe-sung-in-stars/,Kat Howard,Apr. 2015
The Brains of Rats,https://www.lightspeedmagazine.com/fiction/the-brains-of-rats/,Michael Blumlein,Mar. 2015
Surfacing,https://www.lightspeedmagazine.com/fiction/surfacing/,Marissa Lingen,Mar. 2015
Dust,https://www.lightspeedmagazine.com/fiction/dust/,Daniel José Older,Oct. 2014
We Are the Cloud,https://www.lightspeedmagazine.com/fiction/cloud/,Sam J. Miller,Sep. 2014
Ten Rules for Being an Intergalactic Smuggler (the Successful Kind),https://www.lightspeedmagazine.com/fiction/ten-rules-intergalactic-smuggler-successful-kind/,Holly Black,Sep. 2014
Starfall,https://www.lightspeedmagazine.com/fiction/starfall/,Saundra Mitchell,Sep. 2014
Herd Immunity,https://www.lightspeedmagazine.com/fiction/herd-immunity/,Tananarive Due,Sep. 2014
Traveller’s Rest,https://www.lightspeedmagazine.com/fiction/travellers-rest/,David I. Masson,Aug. 2014
"A Box, a Pocket, a Spaceman",https://www.lightspeedmagazine.com/fiction/box-pocket-spaceman/,E. Catherine Tobler,Aug. 2014
Morning Child,https://www.lightspeedmagazine.com/fiction/morning-child/,Gardner Dozois,Aug. 2014
Undermarket Data,https://www.lightspeedmagazine.com/fiction/undermarket-data/,An Owomoyela,Aug. 2014
Harry and Marlowe Versus the Haunted Locomotive of the Rockies,https://www.lightspeedmagazine.com/fiction/harry-marlowe-versus-haunted-locomotive-rockies/,Carrie Vaughn,Jul. 2014
Red Planet,https://www.lightspeedmagazine.com/fiction/red-planet/,Caroline M. Yoachim,Feb. 2015
Veil of Ignorance,https://www.lightspeedmagazine.com/fiction/veil-ignorance/,David Barr Kirtley,Feb. 2015
Buffalo,https://www.lightspeedmagazine.com/fiction/buffalo/,John Kessel,Feb. 2015
And You Shall Know Her By The Trail Of Dead,https://www.lightspeedmagazine.com/fiction/shall-know-trail-dead/,Brooke Bolander,Feb. 2015
Men of Unborrowed Vision,https://www.lightspeedmagazine.com/fiction/men-unborrowed-vision/,Jeremiah Tolbert,Jan. 2015
More Adventures on Other Planets,https://www.lightspeedmagazine.com/fiction/adventures-planets/,Michael Cassutt,Jan. 2015
He Came From a Place of Openness and Truth,https://www.lightspeedmagazine.com/fiction/came-place-openness-truth/,Bonnie Jo Stufflebeam,Jan. 2015
Beautiful Boys,https://www.lightspeedmagazine.com/fiction/beautiful-boys/,Theodora Goss,Jan. 2015
They Tell Me There Will Be No Pain,https://www.lightspeedmagazine.com/fiction/tell-will-no-pain/,Rachael Acks,Dec. 2014
The Lost Sepulcher of Huáscar Capac,https://www.lightspeedmagazine.com/fiction/lost-sepulcher-huascar-capac/,Paul Park,Dec. 2014
Wake-Rider,https://www.lightspeedmagazine.com/fiction/wake-rider/,Vandana Singh,Dec. 2014
Valedictorian,https://www.lightspeedmagazine.com/fiction/valedictorian/,N.K. Jemisin,Dec. 2014
Pay Phobetor,https://www.lightspeedmagazine.com/fiction/pay-phobetor/,Shale Nelson,Dec. 2014
Drones Don’t Kill People,https://www.lightspeedmagazine.com/fiction/drones-dont-kill-people/,Annalee Newitz,Nov. 2014
Instructions,https://www.lightspeedmagazine.com/fiction/instructions/,Roz Kaveney,Nov. 2014
Spidersong,https://www.lightspeedmagazine.com/fiction/spidersong/,Susan Petrey,Nov. 2014
What Glistens Back,https://www.lightspeedmagazine.com/fiction/glistens-back/,Sunny Moraine,Nov. 2014
The Puzzle,https://www.lightspeedmagazine.com/fiction/puzzle/,Zoran Živković,Oct. 2014
Jupiter Wrestlerama,https://www.lightspeedmagazine.com/fiction/jupiter-wrestlerama/,Marie Vibbert,Oct. 2014
Scarey Rose in Deep History,https://www.lightspeedmagazine.com/fiction/scarey-rose-deep-history/,Rebecca Ore,Oct. 2014
See DANGEROUS EARTH-POSSIBLES!,https://www.lightspeedmagazine.com/fiction/see-dangerous-earth-possibles/,Tina Connolly,June 2014
A Debt Repaid,https://www.lightspeedmagazine.com/fiction/a-debt-repaid/,Marina J. Lostetter,June 2014
A Guide to Grief,https://www.lightspeedmagazine.com/fiction/a-guide-to-grief/,Emily Fox,June 2014
Salvage,https://www.lightspeedmagazine.com/fiction/salvage/,Carrie Vaughn,June 2014
Walking Awake,https://www.lightspeedmagazine.com/fiction/walking-awake/,N.K. Jemisin,June 2014
Each to Each,https://www.lightspeedmagazine.com/fiction/each-to-each/,Seanan McGuire,June 2014
Love Is the Plan the Plan Is Death,https://www.lightspeedmagazine.com/fiction/love-is-the-plan-the-plan-is-death/,"James Tiptree, Jr.",June 2014
A Word Shaped Like Bones,https://www.lightspeedmagazine.com/fiction/a-word-shaped-like-bones/,Kris Millering,June 2014
Selfie,https://www.lightspeedmagazine.com/fiction/selfie/,Sandra McDonald,May 2014
Zero Temptation,https://www.lightspeedmagazine.com/fiction/zero-temptation/,Sean Williams,May 2014
All About Strange Monsters of the Recent Past,https://www.lightspeedmagazine.com/fiction/strange-monsters-recent-past/,Howard Waldrop,Jul. 2014
The Panda Coin,https://www.lightspeedmagazine.com/fiction/panda-coin/,Jo Walton,Jul. 2014
Like Daughter,https://www.lightspeedmagazine.com/fiction/like-daughter/,Tananarive Due,June 2014
The New Provisions,https://www.lightspeedmagazine.com/fiction/new-provisions/,Adam-Troy Castro,Jul. 2014
The Case of the Passionless Bees,https://www.lightspeedmagazine.com/fiction/the-case-of-the-passionless-bees/,Rhonda Eikamp,June 2014
Cuts Both Ways,https://www.lightspeedmagazine.com/fiction/cuts-both-ways/,Heather Clitheroe,June 2014
Women Destroy Flash Fiction!,https://www.lightspeedmagazine.com/fiction/women-destroy-flash-fiction/,Robyn Lupo,Women Destroy Flash Fiction!
"The Hymn of Ordeal, No. 23",https://www.lightspeedmagazine.com/fiction/the-hymn-of-ordeal-no-23/,Rhiannon Rasmussen,June 2014
#TrainFightTuesday,https://www.lightspeedmagazine.com/fiction/trainfighttuesday/,Vanessa Torline,June 2014
The Sewell Home for the Temporally Displaced,https://www.lightspeedmagazine.com/fiction/the-sewell-home-for-the-temporally-displaced/,Sarah Pinsker,June 2014
Deep End,https://www.lightspeedmagazine.com/fiction/deep-end/,Nisi Shawl,May 2014
A Tank Only Fears Four Things,https://www.lightspeedmagazine.com/fiction/a-tank-only-fears-four-things/,Seth Dickinson,May 2014
Exhalation,https://www.lightspeedmagazine.com/fiction/exhalation/,Ted Chiang,Apr. 2014
Francisca Montoya’s Almanac of Things That Can Kill You,https://www.lightspeedmagazine.com/fiction/francisca-montoyas-almanac-of-things-that-can-kill-you/,Shaenon K. Garrity,Apr. 2014
Complex God,https://www.lightspeedmagazine.com/fiction/complex-god/,Scott Sigler,Apr. 2014
Codename: Delphi,https://www.lightspeedmagazine.com/fiction/codename-delphi/,Linda Nagata,Apr. 2014
The Legend of RoboNinja,https://www.lightspeedmagazine.com/fiction/the-legend-of-roboninja/,RoboNinja,Apr. 2014
Turnover,https://www.lightspeedmagazine.com/fiction/turnover/,Jo Walton,Mar. 2014
The Mao Ghost,https://www.lightspeedmagazine.com/fiction/the-mao-ghost/,Chen Qiufan,Mar. 2014
How to Get Back to the Forest,https://www.lightspeedmagazine.com/fiction/how-to-get-back-to-the-forest/,Sofia Samatar,Mar. 2014
Break! Break! Break!,https://www.lightspeedmagazine.com/fiction/break-break-break/,Charlie Jane Anders,Mar. 2014
Fireborn,https://www.lightspeedmagazine.com/fiction/fireborn/,Robert Charles Wilson,Feb. 2014
Water,https://www.lightspeedmagazine.com/fiction/water/,Ramez Naam,Feb. 2014
Harry and Marlowe and the Intrigues at the Aetherian Exhibition,https://www.lightspeedmagazine.com/fiction/harry-and-marlowe-and-the-intrigues-at-the-aetherian-exhibition/,Carrie Vaughn,Feb. 2014
Exuviation,https://www.lightspeedmagazine.com/fiction/exuviation/,Zhao Haihong,Jan. 2014
Coma Kings,https://www.lightspeedmagazine.com/fiction/coma-kings/,Jess Barber,Feb. 2014
Bears Discover Fire,https://www.lightspeedmagazine.com/fiction/bears-discover-fire/,Terry Bisson,Jan. 2014
Salamander Patterns,https://www.lightspeedmagazine.com/fiction/salamander-patterns/,Anaea Lay,Jan. 2014
"In the Dying Light, We Saw a Shape",https://www.lightspeedmagazine.com/fiction/in-the-dying-light-we-saw-a-shape/,Jeremiah Tolbert,Jan. 2014
Dead Fads,https://www.lightspeedmagazine.com/fiction/dead-fads/,Maureen F. McHugh,Dec. 2013
Invisible Planets,https://www.lightspeedmagazine.com/fiction/invisible-planets/,Hao Jingfang,Dec. 2013
Power Armor: A Love Story,https://www.lightspeedmagazine.com/fiction/power-armor-a-love-story/,David Barr Kirtley,Dec. 2013
Leaving Night,https://www.lightspeedmagazine.com/fiction/leaving-night/,Gregory Benford,Dec. 2013
The Battle of York,https://www.lightspeedmagazine.com/fiction/the-battle-of-york/,James Stoddard,Nov. 2013
And I Awoke and Found Me Here on the Cold Hill’s Side,https://www.lightspeedmagazine.com/fiction/and-i-awoke-and-found-me-here-on-the-cold-hills-side/,"James Tiptree, Jr.",Nov. 2013
Ghost Days,https://www.lightspeedmagazine.com/fiction/ghost-days/,Ken Liu,Oct. 2013
The Turing Test,https://www.lightspeedmagazine.com/fiction/the-turing-test/,Beth Revis,Nov. 2013
Death and the Hobbyist,https://www.lightspeedmagazine.com/fiction/death-and-the-hobbyist/,Sean Williams,Nov. 2013
Trouble Leaves a Scent Trail,https://www.lightspeedmagazine.com/fiction/trouble-leaves-a-scent-trail/,Constance Cooper,Oct. 2013
Enyo-Enyo,https://www.lightspeedmagazine.com/fiction/enyo-enyo/,Kameron Hurley,Oct. 2013
Cancer,https://www.lightspeedmagazine.com/fiction/cancer/,Ryan North,July 2013
Mulberry Boys,https://www.lightspeedmagazine.com/fiction/mulberry-boys/,Margo Lanagan,July 2013
Division of Labor,https://www.lightspeedmagazine.com/fiction/division-of-labor/,Benjamin Roy Lambert,July 2013
"Alive, Alive Oh",https://www.lightspeedmagazine.com/fiction/alive-alive-oh/,Sylvia Spruck Wrigley,June 2013
Get a Grip,https://www.lightspeedmagazine.com/fiction/get-a-grip/,Paul Park,June 2013
Mono no aware,https://www.lightspeedmagazine.com/fiction/mono-no-aware/,Ken Liu,June 2013
The Ballad of Marisol Brook,https://www.lightspeedmagazine.com/fiction/the-ballad-of-marisol-brook/,Sarah Grey,June 2013
Interview: On Any Given Day,https://www.lightspeedmagazine.com/fiction/interview-on-any-given-day/,Maureen F. McHugh,May 2013
Water Finds Its Level,https://www.lightspeedmagazine.com/fiction/water-finds-its-level/,M. Bennardo,May 2013
The Traditional,https://www.lightspeedmagazine.com/fiction/the-traditional/,Maria Dahvana Headley,May 2013
HELP FUND MY ROBOT ARMY!!!,https://www.lightspeedmagazine.com/fiction/help-fund-my-robot-army/,Keffy R. M. Kehrli,Oct. 2013
Dry Bite,https://www.lightspeedmagazine.com/fiction/dry-bite/,Will McIntosh,Sep. 2013
Ragged Claws,https://www.lightspeedmagazine.com/fiction/ragged-claws/,Lisa Tuttle,Sep. 2013
Angelus,https://www.lightspeedmagazine.com/fiction/angelus/,Nina Allan,Sep. 2013
Face Value,https://www.lightspeedmagazine.com/fiction/face-value-sean-williams/,Sean Williams,Aug. 2013
The Schrödinger War,https://www.lightspeedmagazine.com/fiction/the-schrodinger-war/,D. Thomas Minton,Sep. 2013
End Game,https://www.lightspeedmagazine.com/fiction/end-game/,Nancy Kress,Aug. 2013
At Budokan,https://www.lightspeedmagazine.com/fiction/at-budokan/,Alastair Reynolds,Aug. 2013
Deep Blood Kettle,https://www.lightspeedmagazine.com/fiction/deep-blood-kettle/,Hugh Howey,Apr. 2013
This Villain You Must Create,https://www.lightspeedmagazine.com/fiction/this-villain-you-must-create/,Carlie St. George,July 2013
"The Knight of Chains, the Deuce of Stars",https://www.lightspeedmagazine.com/fiction/the-knight-of-chains-the-deuce-of-stars/,Yoon Ha Lee,Aug. 2013
A Love Supreme,https://www.lightspeedmagazine.com/fiction/a-love-supreme/,Kathleen Ann Goonan,Apr. 2013
Deus Ex Arca,https://www.lightspeedmagazine.com/fiction/deus-ex-arca/,Desirina Boskovich,Apr. 2013
The Sense of the Circle,https://www.lightspeedmagazine.com/fiction/the-sense-of-the-circle/,Angélica Gorodischer,Mar. 2013
Let’s Take This Viral,https://www.lightspeedmagazine.com/fiction/lets-take-this-viral/,Rich Larson,Mar. 2013
Three Days of Rain,https://www.lightspeedmagazine.com/fiction/three-days-of-rain/,Holly Phillips,Mar. 2013
Biographical Fragments of the Life of Julian Prince,https://www.lightspeedmagazine.com/fiction/biographical-fragments-of-the-life-of-julian-prince/,Jake Kerr,Mar. 2013
PauseTime,https://www.lightspeedmagazine.com/fiction/pausetime/,Mary Soon Lee,Feb. 2013
Harry and Marlowe Escape the Mechanical Siege of Paris,https://www.lightspeedmagazine.com/fiction/harry-and-marlowe-escape-the-mechanical-siege-of-paris/,Carrie Vaughn,Feb. 2013
Eight Episodes,https://www.lightspeedmagazine.com/fiction/eight-episodes/,Robert Reed,Feb. 2013
Ace 167,https://www.lightspeedmagazine.com/fiction/ace-167/,Eleanor Arnason,Nov. 2012
A Well-Adjusted Man,https://www.lightspeedmagazine.com/fiction/a-well-adjusted-man/,Tom Crosshill,Nov. 2012
Searching for Slave Leia,https://www.lightspeedmagazine.com/fiction/searching-for-slave-leia/,Sandra McDonald,Nov. 2012
Art of War,https://www.lightspeedmagazine.com/fiction/art-of-war/,Nancy Kress,Oct. 2012
Bear and Shifty,https://www.lightspeedmagazine.com/fiction/bear-and-shifty/,Benjamin Parzybok,Oct. 2012
Nearly Departed,https://www.lightspeedmagazine.com/fiction/nearly-departed/,Pat Cadigan,Oct. 2012
Flowing Unimpeded to the Enlightenment,https://www.lightspeedmagazine.com/fiction/flowing-unimpeded-to-the-enlightenment/,Robert Reed,Oct. 2012
Sun Dogs,https://www.lightspeedmagazine.com/fiction/sun-dogs/,Brooke Bolander,Sep. 2012
The Streets of Ashkelon,https://www.lightspeedmagazine.com/fiction/the-streets-of-ashkelon/,Harry Harrison,Sep. 2012
Child-Empress of Mars,https://www.lightspeedmagazine.com/fiction/child-empress-of-mars/,Theodora Goss,Jan. 2013
Boojum,https://www.lightspeedmagazine.com/fiction/boojum/,Elizabeth Bear,Sep. 2012
The Infill Trait,https://www.lightspeedmagazine.com/fiction/the-infill-trait/,C.C. Finlay,Feb. 2013
Lifeline,https://www.lightspeedmagazine.com/fiction/lifeline/,Jonathan Olfert,Jan. 2013
Lázaro y Antonio,https://www.lightspeedmagazine.com/fiction/lazaro-y-antonio/,Marta Randall,Dec. 2012
Addison Howell and the Clockroach,https://www.lightspeedmagazine.com/fiction/addison-howell-and-the-clockroach/,Cherie Priest,Jan. 2013
The Sounds of Old Earth,https://www.lightspeedmagazine.com/fiction/the-sounds-of-old-earth/,Matthew Kressel,Jan. 2013
Swanwatch,https://www.lightspeedmagazine.com/fiction/swanwatch/,Yoon Ha Lee,Dec. 2012
Dreams in Dust,https://www.lightspeedmagazine.com/fiction/dreams-in-dust/,D. Thomas Minton,Dec. 2012
The Perfect Match,https://www.lightspeedmagazine.com/fiction/the-perfect-match/,Ken Liu,Dec. 2012
A Game of Rats and Dragon,https://www.lightspeedmagazine.com/fiction/a-game-of-rats-and-dragon/,Tobias S. Buckell,Nov. 2012
My Wife Hates Time Travel,https://www.lightspeedmagazine.com/fiction/my-wife-hates-time-travel/,Adam-Troy Castro,Sep. 2012
The Bookmaking Habits of Select Species,https://www.lightspeedmagazine.com/fiction/the-bookmaking-habits-of-select-species/,Ken Liu,Aug. 2012
Flash Bang Remember,https://www.lightspeedmagazine.com/fiction/flash-bang-remember/,Tina Connolly,Aug. 2012
Slow Life,https://www.lightspeedmagazine.com/fiction/slow-life/,Michael Swanwick,Aug. 2012
The Giving Plague,https://www.lightspeedmagazine.com/fiction/the-giving-plague/,David Brin,July 2012
The Sweet Spot,https://www.lightspeedmagazine.com/fiction/the-sweet-spot/,A.M. Dellamonica,July 2012
Requiem in the Key of Prose,https://www.lightspeedmagazine.com/fiction/requiem-in-the-key-of-prose/,Jake Kerr,July 2012
Four Short Novels,https://www.lightspeedmagazine.com/fiction/four-short-novels/,Joe Haldeman,July 2012
The Way of Cross and Dragon,https://www.lightspeedmagazine.com/fiction/the-way-of-cross-and-dragon/,George R.R. Martin,June 2012
A Plague of Zhe,https://www.lightspeedmagazine.com/fiction/a-plague-of-zhe/,Maggie Clark,June 2012
Different Kinds of Darkness,https://www.lightspeedmagazine.com/fiction/different-kinds-of-darkness/,David Langford,May 2012
Contact,https://www.lightspeedmagazine.com/fiction/contact/,Eileen Gunn,June 2012
The Cristóbal Effect,https://www.lightspeedmagazine.com/fiction/the-cristobal-effect/,Simon McCaffery,June 2012
The Cross-Time Accountants Fail To Kill Hitler Because Chuck Berry Does The Twist,https://www.lightspeedmagazine.com/fiction/the-cross-time-accountants-fail-to-kill-hitler-because-chuck-berry-does-the-twist/,C.C. Finlay,May 2012
"Song of Bullfrogs, Cry of Geese",https://www.lightspeedmagazine.com/fiction/song-of-bullfrogs-cry-of-geese/,Nicola Griffith,May 2012
Mother Ship,https://www.lightspeedmagazine.com/fiction/mother-ship/,Caroline M. Yoachim,Apr. 2012
Nightside on Callisto,https://www.lightspeedmagazine.com/fiction/nightside-on-callisto/,Linda Nagata,May 2012
Our Town,https://www.lightspeedmagazine.com/fiction/our-town/,Kim Stanley Robinson,Apr. 2012
Nomad,https://www.lightspeedmagazine.com/fiction/nomad/,Karin Lowachee,Apr. 2012
Ruminations in an Alien Tongue,https://www.lightspeedmagazine.com/fiction/ruminations-in-an-alien-tongue/,Vandana Singh,Apr. 2012
Test,https://www.lightspeedmagazine.com/fiction/test-steven-utley/,Steven Utley,Mar. 2012
Electric Rains,https://www.lightspeedmagazine.com/fiction/electric-rains/,Kathleen Ann Goonan,Mar. 2012
My She,https://www.lightspeedmagazine.com/fiction/my-she/,Mary Rosenblum,Mar. 2012
The Day They Came,https://www.lightspeedmagazine.com/fiction/the-day-they-came/,Kali Wallace,Mar. 2012
Harry and Marlowe and the Talisman of the Cult of Egil,https://www.lightspeedmagazine.com/fiction/harry-and-marlowe-and-the-talisman-of-the-cult-of-egil/,Carrie Vaughn,Feb. 2012
Dark Sanctuary,https://www.lightspeedmagazine.com/fiction/dark-sanctuary/,Gregory Benford,Feb. 2012
Craters,https://www.lightspeedmagazine.com/fiction/craters/,Kristine Kathryn Rusch,Feb. 2012
War 3.01,https://www.lightspeedmagazine.com/fiction/war-3-01/,Keith Brooke,Feb. 2012
The Five Elements of the Heart Mind,https://www.lightspeedmagazine.com/fiction/the-five-elements-of-the-heart-mind/,Ken Liu,Jan. 2012
"Always True to Thee, in My Fashion",https://www.lightspeedmagazine.com/fiction/always-true-to-thee-in-my-fashion/,Nancy Kress,Jan. 2012
Against Eternity,https://www.lightspeedmagazine.com/fiction/against-eternity/,David Farland,Oct. 2011
The Little Bear,https://www.lightspeedmagazine.com/fiction/the-little-bear/,Justina Robson,Oct. 2011
Her Husband’s Hands,https://www.lightspeedmagazine.com/fiction/her-husbands-hands/,Adam-Troy Castro,Oct. 2011
The Island of the Immortals,https://www.lightspeedmagazine.com/fiction/the-island-of-the-immortals/,Ursula K. Le Guin,Sept. 2011
Thief of Futures,https://www.lightspeedmagazine.com/fiction/thief-of-futures/,D. Thomas Minton,Sept. 2011
Bubbles,https://www.lightspeedmagazine.com/fiction/bubbles/,David Brin,Sept. 2011
Join,https://www.lightspeedmagazine.com/fiction/join/,Liz Coleman,Sept. 2011
Nonstop to Portales,https://www.lightspeedmagazine.com/fiction/nonstop-to-portales/,Connie Willis,Aug. 2011
The Nearest Thing,https://www.lightspeedmagazine.com/fiction/the-nearest-thing/,Genevieve Valentine,Aug. 2011
Just Another Perfect Day,https://www.lightspeedmagazine.com/fiction/just-another-perfect-day/,John Varley,Aug. 2011
Gene Wars,https://www.lightspeedmagazine.com/fiction/gene-wars/,Paul McAuley,Jan. 2012
The Hammer of God,https://www.lightspeedmagazine.com/fiction/the-hammer-of-god/,Sir Arthur C. Clarke,Dec. 2011
The Parting Glass,https://www.lightspeedmagazine.com/fiction/the-parting-glass/,Andrew Penn Romine,Dec. 2011
After the Days of Dead-Eye ‘Dee,https://www.lightspeedmagazine.com/fiction/after-the-days-of-dead-eye-dee/,Pat Cadigan,Dec. 2011
The Sighted Watchmaker,https://www.lightspeedmagazine.com/fiction/the-sighted-watchmaker/,Vylar Kaftan,Dec. 2011
Snow,https://www.lightspeedmagazine.com/fiction/snow/,John Crowley,Nov. 2011
Houses,https://www.lightspeedmagazine.com/fiction/houses/,Mark Pantoja,Nov. 2011
Some Fortunate Future Day,https://www.lightspeedmagazine.com/fiction/some-fortunate-future-day/,Cassandra Clare,Oct. 2011
The Kingdom of the Blind,https://www.lightspeedmagazine.com/fiction/the-kingdom-of-the-blind/,Maureen F. McHugh,Nov. 2011
How Maartje and Uppinder Terraformed Mars (Marsmen Trad.),https://www.lightspeedmagazine.com/fiction/how-maartje-and-uppinder-terraformed-mars-marsmen-trad/,Lisa Nohealani Morton,Nov. 2011
Defenders,https://www.lightspeedmagazine.com/fiction/defenders/,Will McIntosh,Aug. 2011
Face Value,https://www.lightspeedmagazine.com/fiction/face-value/,Karen Joy Fowler,July 2011
Sweet Sixteen,https://www.lightspeedmagazine.com/fiction/sweet-sixteen/,Kat Howard,July 2011
The Cold Equations,https://www.lightspeedmagazine.com/fiction/the-cold-equations/,Tom Godwin,July 2011
The Old Equations,https://www.lightspeedmagazine.com/fiction/the-old-equations/,Jake Kerr,July 2011
Recording Angel,https://www.lightspeedmagazine.com/fiction/recording-angel/,Ian McDonald,June 2011
Transcript of Interaction Between Astronaut Mike Scudderman and  the OnStar Hands-Free A.I. Crash Advisor,https://www.lightspeedmagazine.com/fiction/transcript-of-interaction-between-astronaut-mike-scudderman-and-the-onstar-hands-free-a-i-crash-advisor/,Grady Hendrix,June 2011
Frost Painting,https://www.lightspeedmagazine.com/fiction/frost-painting/,Carolyn Ives Gilman,June 2011
Snapshots I Brought Back from the Black Hole,https://www.lightspeedmagazine.com/fiction/snapshots-i-brought-back-from-the-black-hole/,K.C. Ball,June 2011
Scales,https://www.lightspeedmagazine.com/fiction/scales/,Alastair Reynolds,May 2011
Eliot Wrote,https://www.lightspeedmagazine.com/fiction/eliot-wrote/,Nancy Kress,May 2011
Bibi from Jupiter,https://www.lightspeedmagazine.com/fiction/bibi-from-jupiter/,Tessa Mellas,May 2011
The Harrowers,https://www.lightspeedmagazine.com/fiction/the-harrowers/,Eric Gregory,May 2011
"Mama, We are Zhenya, Your Son",https://www.lightspeedmagazine.com/fiction/mama-we-are-zhenya-your-son/,Tom Crosshill,Apr. 2011
Velvet Fields,https://www.lightspeedmagazine.com/fiction/velvet-fields/,Anne McCaffrey,Apr. 2011
Maneki Neko,https://www.lightspeedmagazine.com/fiction/maneki-neko/,Bruce Sterling,Apr. 2011
All That Touches the Air,https://www.lightspeedmagazine.com/fiction/all-that-touches-the-air/,An Owomoyela,Apr. 2011
Woman Leaves Room,https://www.lightspeedmagazine.com/fiction/woman-leaves-room-2/,Robert Reed,Mar. 2011
Spider the Artist,https://www.lightspeedmagazine.com/fiction/spider-the-artist/,Nnedi Okorafor,Mar. 2011
Gossamer,https://www.lightspeedmagazine.com/fiction/gossamer/,Stephen Baxter,Mar. 2011
Jenny’s Sick,https://www.lightspeedmagazine.com/fiction/jennys-sick/,David Tallerman,Dec. 2010
The Observer,https://www.lightspeedmagazine.com/fiction/the-observer/,Kristine Kathryn Rusch,Dec. 2010
